doi;author;title;year;abstract;journal
10.1163/19606028-90000064;Xu Liejiong;A Special Use of the Third Person Singular Pronoun;1999;The special use of the 3rd person singular pronoun ta in Chinese distinguishes itself in that (i) its antecedent NP can be [±animate] and (?) in that the antecedent can be plural as weIl as singular. Syntactically, the antecedent occurs typically as a sentence topic, a subtopic (i.e. topic within VP), as the object of ba, the subject of bei or the head of a relative clause. Semantically, a verb that takes such a pronoun as its object must be a predicate involving the features of disposal, telicity, irrealis and agentivity. This pronoun cannot be identified with any of the pronominal categories known from the literature, but it represents a new type: the D-pronoun.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000065;Mare Brunelle;Tonog?n?se, registrog?n?se et traits laryngals binaires;1999;Tonogenesis as described by Andr? G. Haudricourt can be represented by using a limited set of distinctive laryngeal features. These binary and articulatory distinctive features, combined with a phonological representation inspired by feature geometry, allow us to propose a simple model for tonogenesis and registrogenesis. Phenomena cIosely related to register, like phonation type and vowel quality, mayaiso be accounted for by this model. We conclude with an attempt at using the proposed laryngeal features in a synchronie analysis of the tone systems of a few modem Southeast Asian languages.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000066;Michel Ferlus;Les Dishannonies Tonales En Viet-Muong Et Leurs Implications Historiques;1999;Every era of paleographical studies has its own ideological problems. Prejudices of this nature already appear in Xu Shen's Shuowen jiezi during the Han period. The present paper is intended to examine, principally through various hypotheses proposed for the graphical analysis of the character di ? 'Lord on High', some of the negative effects of ideological interference on Chinese paleography during the past hundred years as China celebrates this year's centennial of the discovery of the oracle bone inscriptions.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000067;Michel FERLUS;Short notes and data;1999;In Viet-Muong languages certain words present anomalous tonal correspondences, a high-series tone in the northern languages being represented by its low-tone series counterpart in the southern languages. The third type of these discrepancies is the result of a former correspondence between a northern voiceless plosive initial series and a southern voiced plosive. This difference in the phonetic treatment of initials in the same roots seems to be due to the influence of two different substrata which coincide with two political divisions of Ancient Vietnam.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000068;K.M. Chan Marjorie;"BAUER Robert S. and Paul K. BENEDICT. Modern Cantonese Phonology. BerIin ; New York : Mouton de Gruyter. 1997. Xlvii-559 p. (Trends in Linguistics: Studies and Monographs ; 102). ISBN 3-11-014893-5.";1999;"""BAUER Robert S. and Paul K. BENEDICT. Modern Cantonese Phonology. BerIin ; New York : Mouton de Gruyter. 1997. Xlvii-559 p. (Trends in Linguistics: Studies and Monographs ; 102). ISBN 3-11-014893-5."" published on 01 Jan 1999 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000069;Alain Peyraube;SUN Chaofen. Word-order Change and Grammaticalization in the History of Chinese. Stanford : Stanford University Press. 1996. 207 p. WU Fuxiang. Dunhuang bianwen Yufa yanjiu. Changsha : Yuelu shushe. 1997.496 p.;1999;"""SUN Chaofen. Word-order Change and Grammaticalization in the History of Chinese. Stanford : Stanford University Press. 1996. 207 p. WU Fuxiang. Dunhuang bianwen Yufa yanjiu. Changsha : Yuelu shushe. 1997.496 p."" published on 01 Jan 1999 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000070;Chrystelle Mar?chal;Chrystelle MAR?CHAL. Etudes d'etymologie graphique chinoise, ? la lumi?re de donn?es comparatives. Th?se de doetorat (nouveau r?gime). Paris : Eeole des Hautes Etudes en Seienees Soeiales. 1997.328 p.;1999;"""Chrystelle MAR?CHAL. Etudes d'etymologie graphique chinoise, ? la lumi?re de donn?es comparatives. Th?se de doetorat (nouveau r?gime). Paris : Eeole des Hautes Etudes en Seienees Soeiales. 1997.328 p."" published on 01 Jan 1999 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000071;Claire Saillard;SAILLARD Claire. Contact des langues ? Ta?wan : Interactions et choix de langues en situations de travail. Th?se de doctorat. Sous la direction de Josiane Boutet. Paris : Universit? de Paris 7 Denis Diderot. 1998. 511 p.;1999;"""SAILLARD Claire. Contact des langues ? Ta?wan : Interactions et choix de langues en situations de travail. Th?se de doctorat. Sous la direction de Josiane Boutet. Paris : Universit? de Paris 7 Denis Diderot. 1998. 511 p."" published on 01 Jan 1999 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000072;Tang Sze-Wing;TANG Sze-Wing. Parametrization of Features in Syntax. Ph.D Dissertation. Irvine : University ofCalifornia. 1998.;1999;"""TANG Sze-Wing. Parametrization of Features in Syntax. Ph.D Dissertation. Irvine : University ofCalifornia. 1998."" published on 01 Jan 1999 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000050;Editor Cahiers de Linguistique Asie Orientale;Preliminary material;1996;"""Preliminary material"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000051;Thomas Ernst;On Adjunct Case in Chinese;1996;This paper aims to account for the anomalous postverbal position of Chinese duration/frequency expressions, such as Ta lai-Ie liang ci 'S/he came twice', by saying that they receive Case from the verb. We follow Li's (1990) analysis in this, but go further in (a) justifying Case assignment to adjuncts as a fairly common phenomenon cross-linguistically, (b) showing that multiple Caseassignment by V is allowed (contra Li), and (c) proposing a specific role for Case assignment by zero prepositions for a class of specially-marked nouns.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000052;Paul Law;A Note on the Serial Verb Construction in Chinese;1996;The paper considers two superficially very similar constructions with two verbs in Chinese, and suggests a syntactic account for their different properties with respect to word-order, placement and scope of adverbs, and extraction. Specifically, it proposes to relate the cluster of properties of having alternative word-orders, the positioning and non-ambiguous construal of adverbs, as well as syntactic extraction of the object of the second verb to a structure in which the first verb takes as complement a VP headed by the second verb, and the lack of these properties to a structure in which the VP headed by the first verb is an adjunct to the VP headed by the second verb.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000053;Michel Ferlus;Remarques sur le consonantisme du proto kam-sui;1996;"""Remarques sur le consonantisme du proto kam-sui"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000054;Shi Rujie;A Research Report edited by IDRATA Shoji (1994-1996) A New Direction in the Study of Chinese Dialects;1996;"""A Research Report edited by IDRATA Shoji (1994-1996) A New Direction in the Study of Chinese Dialects"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000055;Redouane Djamouri;PULLEYBLANK, Edwin G. (1995). Outline of Classical Chinese Grammar. Vancouver: University of British Columbia Press. XIV + 192 p. ISBN 0-7748-0505-6.65 $.;1996;"""PULLEYBLANK, Edwin G. (1995). Outline of Classical Chinese Grammar. Vancouver: University of British Columbia Press. XIV + 192 p. ISBN 0-7748-0505-6.65 $."" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000056;Christine Lamarre;"B?RDAHL, Vibeke (1996). The Oral Tradition of Yangzhou Storytelling. Richmond (GB) : Curzon Press. (Nordic Institute of Asian Studies, monograph series ; 73). 497 p. ISBN 0-7007-0436-1. 60 ?";1996;"""B?RDAHL, Vibeke (1996). The Oral Tradition of Yangzhou Storytelling. Richmond (GB) : Curzon Press. (Nordic Institute of Asian Studies, monograph series ; 73). 497 p. ISBN 0-7007-0436-1. 60 ?"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000057;I?rene Tamba;"SONG Nam-Sun (1993). Thematic Relations and Transitivity in English, Japanese and Korean. Honolulu: University of Hawaii : (Center for Korean studies monographs; 17). 160 p. ISBN 0-8248-1580-7. 15 $.";1996;"""SONG Nam-Sun (1993). Thematic Relations and Transitivity in English, Japanese and Korean. Honolulu: University of Hawaii : (Center for Korean studies monographs; 17). 160 p. ISBN 0-8248-1580-7. 15 $."" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000058;Chang In-Bong;"SOHN Ho-min (1994). Korean. London ; New York : Routledge. Xvii-584 p. ISBN 0-415-00318-0";1996;"""SOHN Ho-min (1994). Korean. London ; New York : Routledge. Xvii-584 p. ISBN 0-415-00318-0"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000059;Barbara Niederer;WANG Fushi et MAO Zongwu (1995). Mi?o-y?oy? g?y?n de g?un? [Reconstruction de la phonologie du proto-Hmong-Mjen]. Beijing: Zhongguo shehui kexue. 711 p. ISBN 7-5OO4-1383-1. 52.;1996;"""WANG Fushi et MAO Zongwu (1995). Mi?o-y?oy? g?y?n de g?un? [Reconstruction de la phonologie du proto-Hmong-Mjen]. Beijing: Zhongguo shehui kexue. 711 p. ISBN 7-5OO4-1383-1. 52."" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000060;Chang In-Bong;CHANG, In-Bong (1993). Discours rapport? en cor?en contemporain. El?ments pour une ?tude compar?e avec le fran?ais. Th?se de nouveau doctoral. Paris : Ecole des Hautes Etudes en Sciences Sociales. 434 p.;1996;"""CHANG, In-Bong (1993). Discours rapport? en cor?en contemporain. El?ments pour une ?tude compar?e avec le fran?ais. Th?se de nouveau doctoral. Paris : Ecole des Hautes Etudes en Sciences Sociales. 434 p."" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000061;Editor Cahiers de Linguistique Asie Orientale;Index Chronologique;1996;"""Index Chronologique"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000062;Editor Cahiers de Linguistique Asie Orientale;Index Mati?res;1996;"""Index Mati?res"" published on 01 Jan 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501001;Editors Cahiers de Linguistique Asie Orientale;Preliminary Material;1996;"""Preliminary Material"" published on 27 Feb 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501002;"Guo Fangfang; Claire Foley; Chien Yu-Chin; Chiang Chi-Pang; Barbara Lust";Operator-variable binding in the initial state: A cross-linguistic study of VP ellipsis structures in Chinese and English;1996;This paper investigates the claim that the binding relation between an operator and a variable is part of the innate language faculty, in accord with a theory of Universal Grammar. We present results of a study of the acquisition of VP ellipsis structures in Mandarin Chinese. Children from 3 years, 5 months to 6 years, 11 months show early knowledge of the ambiguity in sloppy identity structures and of operator-variable binding. Results are compared to those from an earlier parallel study in English (Foley, N??ez del Prado, Barbier, and Lust, 1992a,b,c).;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501003;"Wang Yu-Fang Flora; Hsieh Miao-Ling";A syntactic study of the Chinese negative polarity item renhe;1996;In Chinese, the polarity sensitive (PS) renhe 'any' can occur only in negative polarity contexts such as negation, yes-no questions and conditionals. Our study shows that PS renhe must occur in the c-command domain of its licensor at LF. The distance of licensing depends on the verb type, and can either cross at most one clause boundary or more than one. The relation between PS renhe and its licensor is further characterized as a binder-variable relationship, which is subject to Minimality and displays Specificity effects, similar to indefinite wh as investigated by Li (1992).;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501004;Fran?oise Bott?ro;L'ordre des constituants dans les mots compos?s par coordination d'antonymes;1996;In the traditional analysis of compounds formed by coordination of antonyms, semantic constraints are responsible for the order of the constituents. The purpose of this article is to show that phonological constraints, related to the four tones of Ancient Chinese, also play an important role in determining the organization of the components of the compounds.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501005;Shinohara Shigeko;The roles of the syllable and the mora in Japanese: Adaptation of French words;1996;"In Japanese adaptations of French words, we find two principal mechanisms that show the roles of the syllable and the mora: (1) syllable structure adjustment, which syllabifies French segments into well-formed Japanese syllables by means of vowel epenthesis; (2) syllable weight preservation, which creates heavy syllables for French word-final syllables closed by a single consonant or by an obstruent-liquid cluster, which are perceived by Japanese speakers as being heavy (i.e., containing two moras). Depending on various conditions, such heavy syllables are created either by lengthening the vowel or by geminating the final consonant";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501006;Laurent Sagart;Analogical levelling in the personal pronouns of Pingxiang dialect;1996;"""Analogical levelling in the personal pronouns of Pingxiang dialect"" published on 27 Feb 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501007;Zhang Jichuan;A Sketch of Tibetan dialectology in China: Classifications of Tibetan dialects;1996;"""A Sketch of Tibetan dialectology in China: Classifications of Tibetan dialects"" published on 27 Feb 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501008;Viviane Alleton;CAI, Shengli et METAILIE, Georges (1995). Dictionnaire d’agriculture chinois - fran?ais - anglais : Sciences de l’animal. Paris: Lavoisier Publications. 624 p.;1996;"""CAI, Shengli et METAILIE, Georges (1995). Dictionnaire d’agriculture chinois - fran?ais - anglais : Sciences de l’animal. Paris: Lavoisier Publications. 624 p."" published on 27 Feb 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501009;Gisela Bruche-Schulz;Matthews, Stephen and YIP, Virginia (1994). Cantonese : A Comprehensive Grammar. London : Routledge. 429 p.;1996;"""Matthews, Stephen and YIP, Virginia (1994). Cantonese : A Comprehensive Grammar. London : Routledge. 429 p."" published on 27 Feb 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-02501010;Editors Cahiers de Linguistique Asie Orientale;Karl Ilse, Beutel Helga, Richter Gunnar und Spies Gottfried (1993). Worterbuch der chinesischen Wortbildung. Chinesisch-Deutsch. Han-De gouci cidian. Berlin : Akademie Verlag, 121 p. 98 DM / [Chinese-German Dictionary of Chinese Word Formation];1996;"""Karl Ilse, Beutel Helga, Richter Gunnar und Spies Gottfried (1993). Worterbuch der chinesischen Wortbildung. Chinesisch-Deutsch. Han-De gouci cidian. Berlin : Akademie Verlag, 121 p. 98 DM / [Chinese-German Dictionary of Chinese Word Formation]"" published on 27 Feb 1996 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
